milis,x,y,z,ffall,switch,state
1037,-1,0,-30,0,0,0
1045,-1,0,-31,0,0,0
1055,-1,0,-31,0,0,0
1064,-1,0,-31,0,0,0
1075,-1,0,-31,0,0,0
1083,-1,0,-31,0,0,0
1093,-1,0,-31,0,0,0
1102,-1,0,-31,0,0,0
1112,-1,0,-31,0,0,0
1121,-1,0,-31,0,0,0
1131,-1,0,-31,0,0,0
1140,-1,0,-31,0,0,0
1149,-1,0,-31,0,0,0
1159,-1,0,-31,0,0,0
1169,-1,0,-31,0,0,0
1178,-1,0,-31,0,0,0
1187,-1,0,-31,0,0,0
1197,-1,0,-31,0,0,0
1206,-1,0,-31,0,0,0
1215,-1,0,-31,0,0,0
1225,-1,0,-31,0,0,0
1235,-1,0,-31,0,0,0
1263,-1,0,-31,0,0,0
1276,-1,0,-31,0,0,0
1287,-1,0,-31,0,0,0
1297,-1,0,-31,0,0,0
1306,-1,0,-31,0,0,0
1315,-1,0,-31,0,0,0
1326,-1,0,-31,0,0,0
1335,-1,0,-31,0,0,0
1344,-1,0,-31,0,0,0
1353,-1,0,-31,0,0,0
1363,-1,0,-31,0,0,0
1372,-1,0,-31,0,0,0
1382,-1,0,-31,0,0,0
1391,-1,0,-31,0,0,0
1401,-1,0,-31,0,0,0
1410,-1,0,-31,0,0,0
1420,-1,0,-31,0,0,0
1429,-1,0,-31,0,0,0
1439,-1,0,-31,0,0,0
1448,-1,0,-31,0,0,0
1458,-1,0,-31,0,0,0
1467,-1,0,-31,0,0,0
1477,-1,0,-31,0,0,0
1486,-1,0,-31,0,0,0
1496,-1,0,-31,0,0,0
1505,-1,0,-31,0,0,0
1517,-1,0,-31,0,0,0
1525,-1,0,-31,0,0,0
1538,-1,0,-31,0,0,0
1546,-1,0,-31,0,0,0
1556,-1,0,-31,0,0,0
1564,-1,0,-31,0,0,0
1575,-1,0,-31,0,0,0
1584,-1,0,-31,0,0,0
1594,-1,0,-31,0,0,0
1602,-1,0,-31,0,0,0
1613,-1,0,-31,0,0,0
1622,-1,0,-31,0,0,0
1632,-1,0,-31,0,0,0
1640,-1,0,-31,0,0,0
1650,-1,0,-31,0,0,0
1659,-1,0,-31,0,0,0
1670,-1,0,-31,0,0,0
1678,-1,0,-31,0,0,0
1688,-1,0,-31,0,0,0
1697,-1,0,-31,0,0,0
1708,-1,0,-31,0,0,0
1716,-1,0,-31,0,0,0
1726,-1,0,-31,0,0,0
1734,-1,0,-31,0,0,0
1746,-1,0,-31,0,0,0
1757,-1,0,-31,0,0,0
1768,-1,0,-31,0,0,0
1796,-1,0,-31,0,0,0
1807,-1,0,-31,0,0,0
1816,-1,0,-31,0,0,0
1827,-1,0,-31,0,0,0
1836,-1,0,-31,0,0,0
1846,-1,0,-31,0,0,0
1854,-1,0,-31,0,0,0
1865,-1,0,-31,0,0,0
1873,-1,0,-31,0,0,0
1884,-1,0,-31,0,0,0
1892,-1,0,-31,0,0,0
1903,-1,0,-31,0,0,0
1911,-1,0,-31,0,0,0
1922,-1,0,-31,0,0,0
1931,-1,0,-31,0,0,0
1941,-1,0,-31,0,0,0
1949,-1,0,-31,0,0,0
1959,-1,0,-31,0,0,0
1969,-1,0,-31,0,0,0
1979,-1,0,-31,0,0,0
1987,-1,0,-31,0,0,0
1996,-1,0,-31,0,0,0
2004,-1,0,-31,0,0,0
2015,-1,0,-31,0,0,0
2023,-1,0,-31,0,0,0
2033,-1,0,-31,0,0,0
2042,-1,0,-31,0,0,0
2053,-1,0,-31,0,0,0
2061,-1,0,-31,0,0,0
2072,-1,0,-31,0,0,0
2080,-1,0,-31,0,0,0
2091,-1,0,-31,0,0,0
2099,-1,0,-31,0,0,0
2110,-1,0,-31,0,0,0
2118,-1,0,-31,0,0,0
2128,-1,0,-31,0,0,0
2138,-1,0,-31,0,0,0
2148,-1,0,-31,0,0,0
2156,-1,0,-31,0,0,0
2166,-1,0,-31,0,0,0
2176,-1,0,-31,0,0,0
2186,-1,0,-31,0,0,0
2194,-1,0,-31,0,0,0
2204,-1,0,-31,0,0,0
2213,-1,0,-31,0,0,0
2224,-1,0,-31,0,0,0
2235,-1,0,-31,0,0,0
2245,-1,0,-31,0,0,0
2255,-1,0,-31,0,0,0
2265,-1,0,-31,0,0,0
2275,-1,0,-31,0,0,0
2284,-1,0,-31,0,0,0
2293,-1,0,-31,0,0,0
2305,-1,0,-31,0,0,0
2332,-1,0,-31,0,0,0
2344,-1,0,-31,0,0,0
2353,-1,0,-31,0,0,0
2364,-1,0,-31,0,0,0
2372,-1,0,-31,0,0,0
2382,-1,0,-31,0,0,0
2391,-1,0,-31,0,0,0
2402,-1,0,-31,0,0,0
2410,-1,0,-31,0,0,0
2420,-1,0,-31,0,0,0
2428,-1,0,-31,0,0,0
2439,-1,0,-31,0,0,0
2448,-1,0,-31,0,0,0
2458,-1,0,-31,0,0,0
2466,-1,0,-31,0,0,0
2477,-1,0,-31,0,0,0
2488,-1,0,-31,0,0,0
2498,-1,0,-31,0,0,0
2508,-1,0,-31,0,0,0
2518,-1,0,-31,0,0,0
2528,-1,0,-31,0,0,0
2536,-1,0,-31,0,0,0
2546,-1,0,-31,0,0,0
2555,-1,0,-31,0,0,0
2565,-1,0,-31,0,0,0
2574,-1,0,-31,0,0,0
2584,-1,0,-31,0,0,0
2592,-1,0,-31,0,0,0
2603,-1,0,-31,0,0,0
2612,-1,0,-31,0,0,0
2621,-1,0,-31,0,0,0
2630,-1,0,-31,0,0,0
2639,-1,0,-31,0,0,0
2649,-1,0,-31,0,0,0
2659,-1,0,-31,0,0,0
2667,0,0,-31,0,0,0
2677,-1,0,-31,0,0,0
2686,-1,0,-31,0,0,0
2696,-1,0,-31,0,0,0
