Logging to: LOGSML00.csv
card initialized.
SparkFun ADXL345 Accelerometer

Detection mode: switch! Delay 100ms.
1797,-1,0,-30,0,0,0
1808,-1,0,-31,0,0,0
1816,-1,0,-31,0,0,0
1827,-1,0,-31,0,0,0
1836,-1,0,-31,0,0,0
1846,-1,1,-31,0,0,0
1854,-1,0,-31,0,0,0
1863,-1,0,-31,0,0,0
1932,-1,0,-31,0,0,0
1941,-1,0,-31,0,0,0
1949,-1,0,-31,0,0,0
1959,-1,0,-31,0,0,0
1968,-1,0,-31,0,0,0
1977,-1,0,-31,0,0,0
1986,-1,0,-31,0,0,0
1995,-1,0,-31,0,0,0
2004,-1,0,-31,0,0,0
2015,-1,0,-31,0,0,0
2023,-1,0,-31,0,0,0
2033,-1,0,-31,0,0,0
2041,-1,0,-31,0,0,0
2052,-1,0,-31,0,0,0
2060,-1,0,-31,0,0,0
2070,-1,0,-31,0,0,0
2078,-1,0,-31,0,0,0
2088,-1,0,-31,0,0,0
2097,-1,0,-31,0,0,0
2107,-1,0,-31,0,0,0
2115,-1,0,-31,0,0,0
2127,-1,0,-31,0,0,0
2137,-1,0,-31,0,0,0
2147,-1,0,-31,0,0,0
2156,-1,0,-31,0,0,0
2165,-1,0,-31,0,0,0
2174,-1,0,-31,0,0,0
2184,-1,0,-31,0,0,0
2193,-1,0,-31,0,0,0
2202,-1,0,-31,0,0,0
2211,-1,0,-31,0,0,0
2221,-1,0,-31,0,0,0
2230,-1,0,-31,0,0,0
2239,-1,0,-31,0,0,0
2248,-1,0,-31,0,0,0
2257,-1,0,-31,0,0,0
2267,-1,1,-31,0,0,0
2276,-1,0,-31,0,0,0
2285,-1,1,-31,0,0,0
2294,-1,0,-31,0,0,0
2304,-1,0,-31,0,0,0
2313,-1,0,-31,0,0,0
2322,-1,0,-31,0,0,0
2332,-1,0,-31,0,0,0
2340,-1,0,-31,0,0,0
2350,-1,0,-31,0,0,0
2359,0,0,-31,0,0,0
2369,-1,0,-31,0,0,0
2377,-1,0,-31,0,0,0
2386,-1,0,-31,0,0,0
2397,-1,0,-31,0,0,0
2407,-1,0,-31,0,0,0
2418,-1,0,-31,0,0,0
2426,-1,0,-31,0,0,0
2437,-1,0,-31,0,0,0
2445,-1,0,-31,0,0,0
2455,-1,0,-31,0,0,0
2463,-1,0,-31,0,0,0
2473,0,0,-31,0,0,0
2482,0,0,-31,0,0,0
2492,0,0,-31,0,0,0
2500,-1,0,-31,0,0,0
2510,-1,0,-31,0,0,0
2523,-1,0,-31,0,0,0
2531,-1,0,-31,0,0,0
2542,-1,0,-31,0,0,0
2551,-1,0,-31,0,0,0
2561,-1,0,-31,0,0,0
2570,-1,1,-31,0,0,0
2579,-1,1,-31,0,0,0
2588,-1,0,-31,0,0,0
2598,-1,0,-31,0,0,0
2607,-1,0,-31,0,0,0
2617,-1,0,-31,0,0,0
2625,-1,0,-31,0,0,0
2635,-1,0,-31,0,0,0
2643,-1,0,-31,0,0,0
2654,-1,0,-31,0,0,0
2662,-1,0,-31,0,0,0
2672,-1,0,-31,0,0,0
2680,-1,0,-31,0,0,0
2693,-1,0,-31,0,0,0
2703,-1,0,-31,0,0,0
2712,-1,0,-31,0,0,0
2721,-1,0,-31,0,0,0
2731,-1,0,-31,0,0,0
2740,-1,0,-31,0,0,0
2749,-1,0,-31,0,0,0
2758,-1,0,-31,0,0,0
2767,-1,0,-31,0,0,0
