Logging to: LOGSML00.csv
card initialized.
SparkFun ADXL345 Accelerometer

Detection mode: switch! Delay 100ms.
1195,-1,0,-30,0,0,0
1205,-1,0,-31,0,0,0
1215,-1,0,-31,0,0,0
1224,-1,0,-31,0,0,0
1234,-1,0,-31,0,0,0
1244,-1,0,-31,0,0,0
1253,-1,0,-31,0,0,0
1262,-1,0,-31,0,0,0
1271,-1,0,-31,0,0,0
1282,-1,0,-31,0,0,0
1291,-1,0,-31,0,0,0
1300,-1,0,-31,0,0,0
1309,-1,0,-31,0,0,0
1318,-1,0,-31,0,0,0
1328,-1,0,-31,0,0,0
1338,-1,0,-31,0,0,0
1347,-1,0,-31,0,0,0
1356,-1,0,-31,0,0,0
1366,-1,0,-31,0,0,0
1375,-1,0,-31,0,0,0
1385,-1,0,-31,0,0,0
1394,-1,0,-31,0,0,0
1404,-1,0,-31,0,0,0
1417,-1,0,-31,0,0,0
1425,-1,0,-31,0,0,0
1436,-1,0,-31,0,0,0
1445,-1,0,-31,0,0,0
1456,-1,0,-31,0,0,0
1464,-1,0,-31,0,0,0
1474,-1,0,-31,0,0,0
1482,-1,1,-31,0,0,0
1494,-1,0,-31,0,0,0
1502,-1,0,-31,0,0,0
1512,-1,0,-31,0,0,0
1520,-1,0,-31,0,0,0
1530,-1,0,-31,0,0,0
1540,-1,0,-31,0,0,0
1550,-1,0,-31,0,0,0
1558,-1,0,-31,0,0,0
1568,0,0,-31,0,0,0
1576,-1,0,-31,0,0,0
1587,-1,0,-31,0,0,0
1596,-1,0,-31,0,0,0
1606,-1,0,-31,0,0,0
1614,0,0,-31,0,0,0
1625,0,0,-31,0,0,0
1633,-1,0,-31,0,0,0
1644,-1,0,-31,0,0,0
1654,-1,0,-31,0,0,0
1665,-1,0,-31,0,0,0
1675,-1,0,-31,0,0,0
1684,-1,0,-31,0,0,0
1693,-1,0,-31,0,0,0
1702,-1,0,-31,0,0,0
1712,-1,0,-31,0,0,0
1722,-1,0,-31,0,0,0
1731,-1,0,-31,0,0,0
1741,-1,0,-31,0,0,0
1757,-1,0,-31,0,0,0
1765,-1,0,-31,0,0,0
1777,-1,0,-31,0,0,0
1785,-1,0,-31,0,0,0
1796,-1,0,-31,0,0,0
1804,-1,0,-31,0,0,0
1815,-1,0,-31,0,0,0
1823,-1,0,-31,0,0,0
1833,-1,0,-31,0,0,0
1842,-1,0,-31,0,0,0
1852,-1,0,-31,0,0,0
1861,-1,0,-31,0,0,0
1871,-1,0,-31,0,0,0
1881,-1,1,-31,0,0,0
1892,-1,0,-31,0,0,0
1902,-1,0,-31,0,0,0
1912,-1,0,-31,0,0,0
1922,-1,0,-31,0,0,0
1931,-1,0,-31,0,0,0
1941,-1,0,-31,0,0,0
1950,-1,0,-31,0,0,0
1959,-1,0,-31,0,0,0
1969,-1,0,-31,0,0,0
1978,-1,0,-31,0,0,0
1988,-1,0,-31,0,0,0
1997,-1,0,-31,0,0,0
2007,-1,0,-31,0,0,0
2016,-1,0,-31,0,0,0
2026,-1,0,-31,0,0,0
2035,-1,0,-31,0,0,0
2044,-1,0,-31,0,0,0
2054,-1,1,-31,0,0,0
2064,-1,0,-31,0,0,0
2073,-1,0,-31,0,0,0
2082,-1,0,-31,0,0,0
2092,-1,0,-31,0,0,0
2101,-1,0,-31,0,0,0
2110,-1,0,-31,0,0,0
2121,-1,0,-31,0,0,0
2132,-1,0,-31,0,0,0
2141,-1,0,-31,0,0,0
2152,-1,0,-31,0,0,0
2161,-1,0,-31,0,0,0
2171,-1,0,-31,0,0,0
2180,-1,1,-31,0,0,0
2190,-1,0,-31,0,0,0
2198,-1,0,-31,0,0,0
2209,-1,0,-31,0,0,0
2217,-1,0,-31,0,0,0
2228,-1,0,-31,0,0,0
2236,-1,0,-31,0,0,0
2247,-1,0,-31,0,0,0
2255,-1,0,-31,0,0,0
2266,-1,0,-31,0,0,0
2274,-1,0,-31,0,0,0
2284,-1,0,-31,0,0,0
2293,-1,0,-31,0,0,0
2304,-1,0,-31,0,0,0
2312,-1,0,-31,0,0,0
2322,-1,0,-31,0,0,0
2337,-1,0,-31,0,0,0
2348,-1,0,-31,0,0,0
2358,-1,0,-31,0,0,0
2368,-1,0,-31,0,0,0
2379,-1,0,-31,0,0,0
2387,-1,1,-31,0,0,0
2398,-1,0,-31,0,0,0
2407,-1,0,-31,0,0,0
2417,-1,0,-31,0,0,0
2425,-1,0,-31,0,0,0
2436,-1,0,-31,0,0,0
2445,-1,0,-31,0,0,0
2455,-1,0,-31,0,0,0
2463,-1,0,-31,0,0,0
2473,-1,0,-31,0,0,0
2483,-1,0,-31,0,0,0
2493,-1,0,-31,0,0,0
2501,-1,0,-31,0,0,0
2511,-1,0,-31,0,0,0
2520,-1,0,-31,0,0,0
2531,-1,0,-31,0,0,0
2539,-1,0,-31,0,0,0
2549,-1,0,-31,0,0,0
2557,-1,0,-31,0,0,0
2568,-1,0,-31,0,0,0
2577,-1,0,-31,0,0,0
2588,-1,0,-31,0,0,0
