milis,x,y,z,ffall,switch,state
1048,-1,0,-30,0,0,0
1055,-1,0,-31,0,0,0
1065,-1,0,-31,0,0,0
1076,-1,0,-31,0,0,0
1085,-1,0,-31,0,0,0
1094,-1,0,-31,0,0,0
1104,-1,0,-31,0,0,0
1115,-1,0,-31,0,0,0
1124,-1,0,-31,0,0,0
1133,-1,0,-31,0,0,0
1142,-1,0,-31,0,0,0
1153,-1,0,-31,0,0,0
1162,-1,0,-31,0,0,0
1171,-1,0,-31,0,0,0
1180,-1,0,-31,0,0,0
1189,-1,0,-31,0,0,0
1199,-1,0,-31,0,0,0
1208,-1,0,-31,0,0,0
1218,-1,0,-31,0,0,0
1227,-1,0,-31,0,0,0
1236,-1,0,-31,0,0,0
1246,-1,0,-31,0,0,0
1255,-1,0,-31,0,0,0
1266,-1,0,-31,0,0,0
1275,-1,0,-31,0,0,0
1286,-1,0,-31,0,0,0
1296,-1,0,-31,0,0,0
1304,-1,0,-31,0,0,0
1313,-1,0,-31,0,0,0
1324,-1,0,-31,0,0,0
1333,-1,0,-31,0,0,0
1342,-1,0,-31,0,0,0
1351,-1,0,-31,0,0,0
1361,-1,0,-31,0,0,0
1371,-1,0,-31,0,0,0
1380,-1,0,-31,0,0,0
1389,-1,0,-31,0,0,0
1399,-1,0,-31,0,0,0
1409,-1,0,-31,0,0,0
1418,-1,0,-31,0,0,0
1427,-1,0,-31,0,0,0
1437,-1,0,-31,0,0,0
1446,-1,0,-31,0,0,0
1455,-1,0,-31,0,0,0
1464,-1,0,-31,0,0,0
1475,-1,0,-31,0,0,0
1484,-1,0,-31,0,0,0
1492,-1,0,-31,0,0,0
1504,-1,0,-31,0,0,0
1514,-1,0,-31,0,0,0
1522,-1,0,-31,0,0,0
1531,-1,0,-31,0,0,0
1542,-1,0,-31,0,0,0
1552,-1,0,-31,0,0,0
1560,-1,0,-31,0,0,0
1568,-1,0,-31,0,0,0
1580,-1,0,-31,0,0,0
1590,-1,0,-31,0,0,0
1598,-1,0,-31,0,0,0
1606,-1,0,-31,0,0,0
1616,-1,0,-31,0,0,0
1627,-1,0,-31,0,0,0
1635,-1,0,-31,0,0,0
1644,-1,1,-31,0,0,0
1654,-1,0,-31,0,0,0
1665,-1,0,-31,0,0,0
1673,-1,0,-31,0,0,0
1682,-1,0,-31,0,0,0
1692,-1,0,-31,0,0,0
1702,-1,0,-31,0,0,0
1711,-1,0,-31,0,0,0
1719,-1,0,-31,0,0,0
1732,-1,0,-31,0,0,0
1741,-1,0,-31,0,0,0
1750,-1,0,-31,0,0,0
1760,-1,0,-31,0,0,0
1771,-1,0,-31,0,0,0
1780,-1,1,-31,0,0,0
1788,-1,0,-31,0,0,0
1799,-1,0,-31,0,0,0
1809,-1,1,-31,0,0,0
1818,-1,0,-31,0,0,0
1826,-1,0,-31,0,0,0
1836,-1,0,-31,0,0,0
1847,-1,0,-31,0,0,0
1856,-1,0,-31,0,0,0
1864,-1,0,-31,0,0,0
1873,-1,0,-31,0,0,0
1885,-1,0,-31,0,0,0
1893,-1,0,-31,0,0,0
1902,-1,0,-31,0,0,0
1911,-1,0,-31,0,0,0
1923,-1,0,-31,0,0,0
1931,-1,0,-31,0,0,0
1940,-1,0,-31,0,0,0
1949,-1,0,-31,0,0,0
1959,-1,0,-31,0,0,0
1967,-1,1,-31,0,0,0
1975,-1,0,-31,0,0,0
1985,-1,0,-31,0,0,0
1995,-1,0,-31,0,0,0
2004,-1,0,-31,0,0,0
2013,-1,0,-31,0,0,0
2023,-1,0,-31,0,0,0
2033,-1,0,-31,0,0,0
2043,-1,0,-31,0,0,0
2063,-1,0,-31,0,0,0
2072,-1,0,-31,0,0,0
2081,-1,0,-31,0,0,0
2093,-1,0,-31,0,0,0
2103,-1,0,-31,0,0,0
2115,-1,0,-31,0,0,0
2123,-1,0,-31,0,0,0
2136,-1,1,-31,0,0,0
2146,-1,0,-31,0,0,0
2155,-1,0,-31,0,0,0
2163,-1,0,-31,0,0,0
2173,-1,0,-31,0,0,0
2184,-1,0,-31,0,0,0
2193,-1,0,-31,0,0,0
2201,-1,0,-31,0,0,0
2213,-1,0,-31,0,0,0
2223,-1,0,-31,0,0,0
2232,-1,0,-31,0,0,0
2241,-1,0,-31,0,0,0
2251,-1,0,-31,0,0,0
2260,-1,1,-31,0,0,0
2270,-1,0,-31,0,0,0
2279,-1,0,-31,0,0,0
2290,-1,0,-31,0,0,0
2299,-1,0,-31,0,0,0
2308,-1,0,-31,0,0,0
2317,-1,0,-31,0,0,0
2328,-1,0,-31,0,0,0
2337,-1,0,-31,0,0,0
2345,-1,0,-31,0,0,0
2355,-1,0,-31,0,0,0
