Logging to: LOGSML01.csv
card initialized.
SparkFun ADXL345 Accelerometer

Detection mode: switch! Delay 100ms.
1193,-1,0,-30,0,0,0
1202,-1,0,-31,0,0,0
1213,-1,0,-31,0,0,0
1221,-1,0,-31,0,0,0
1231,-1,0,-31,0,0,0
1241,-1,0,-31,0,0,0
1251,-1,0,-31,0,0,0
1259,-1,0,-31,0,0,0
1269,-1,0,-31,0,0,0
1277,-1,0,-31,0,0,0
1288,-1,0,-31,0,0,0
1296,-1,0,-31,0,0,0
1306,0,0,-31,0,0,0
1315,-1,0,-31,0,0,0
1326,-1,0,-31,0,0,0
1334,-1,0,-31,0,0,0
1344,-1,0,-31,0,0,0
1352,-1,0,-31,0,0,0
1362,-1,0,-31,0,0,0
1372,-1,0,-31,0,0,0
1381,-1,0,-31,0,0,0
1390,-1,1,-31,0,0,0
1400,-1,1,-31,0,0,0
1412,-1,0,-31,0,0,0
1422,-1,0,-31,0,0,0
1431,-1,0,-31,0,0,0
1441,-1,0,-31,0,0,0
1451,-1,0,-31,0,0,0
1460,-1,0,-31,0,0,0
1469,-1,0,-31,0,0,0
1478,-1,0,-31,0,0,0
1487,-1,0,-31,0,0,0
1498,-1,0,-31,0,0,0
1507,-1,0,-31,0,0,0
1516,-1,0,-31,0,0,0
1525,-1,0,-31,0,0,0
1534,-1,0,-31,0,0,0
1544,-1,0,-31,0,0,0
1553,-1,0,-31,0,0,0
1563,-1,0,-31,0,0,0
1572,-1,0,-31,0,0,0
1582,-1,0,-31,0,0,0
1591,-1,0,-31,0,0,0
1600,-1,0,-31,0,0,0
1609,-1,0,-31,0,0,0
1618,-1,0,-31,0,0,0
1629,-1,0,-31,0,0,0
1638,-1,0,-31,0,0,0
1658,-1,0,-31,0,0,0
1670,-1,0,-31,0,0,0
1678,-1,0,-31,0,0,0
1690,-1,0,-31,0,0,0
1698,-1,0,-31,0,0,0
1710,-1,0,-31,0,0,0
1718,-1,0,-31,0,0,0
1728,-1,0,-31,0,0,0
1736,-1,0,-31,0,0,0
1746,-1,0,-31,0,0,0
1756,-1,1,-31,0,0,0
1766,-1,0,-31,0,0,0
1774,-1,0,-31,0,0,0
1784,-1,0,-31,0,0,0
1794,-1,0,-31,0,0,0
1804,-1,0,-31,0,0,0
1812,-1,0,-31,0,0,0
1822,-1,0,-31,0,0,0
1831,-1,0,-31,0,0,0
